,Link,address,Bedrooms,Bathrooms,Car spaces,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Land area,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/88-constitution-rd-meadowbank-nsw-2114-14515309,"88 Constitution Rd, Meadowbank",2,1,-,$1.40M,$1.50M,$575/w,$650/w,House 1991 Residential - A 4/12059 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2-see-st-meadowbank-nsw-2114-13808113,"2 See St, Meadowbank",3,2,1,$1.50M,$1.60M,$500/w,$575/w,House 1920 645m2 Residential - A 1/DP320256 ,14 Aug 1991 Sold $185k,645m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/106-constitution-rd-meadowbank-nsw-2114-14515369,"106 Constitution Rd, Meadowbank",3,1,1,$1.50M,$1.60M,$575/w,$650/w,House 1980 Residential - A ,13 Jun 1991 Sold $167k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6-see-st-meadowbank-nsw-2114-12793923,"6 See St, Meadowbank",3,1,2,$1.50M,$1.60M,$575/w,$650/w,House 1980 673m2 Residential - A 1/DP318883 ,06 Jun 2020 Listed for Rent DEPOSIT TAKEN,673m2,12 Jun 2019 Listed for Rent DEPOSIT TAKEN,21 Jun 2018 Listed for Rent $590,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/98-constitution-rd-meadowbank-nsw-2114-14514859,"98 Constitution Rd, Meadowbank",3,1,1,$1.50M,$1.60M,$575/w,$650/w,House 1987 Residential - A ,09 Sep 1987 Sold $105k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/60-meadow-cres-meadowbank-nsw-2114-12638878,"60 Meadow Cres, Meadowbank",5,3,3,$1.40M,$1.50M,$425/w,$500/w,House 1985 318m2 Residential - A PTS/4939 ,22 Jul 1985 Sold $153k,318m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/90-constitution-rd-meadowbank-nsw-2114-14515350,"90 Constitution Rd, Meadowbank",2,1,1,$1.40M,$1.50M,$575/w,$650/w,House 1985 Residential - A ,16 Feb 1985 Sold $70k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/22-see-st-meadowbank-nsw-2114-12654813,"22 See St, Meadowbank",4,1,5,$1.50M,$1.60M,$575/w,$650/w,House 1980 592m2 Residential - A 10DP4773/DP1067717 ,07 Apr 2020 Listed for Rent $650 pw,592m2,30 Oct 2017 Listed for Rent $720 pw,02 Dec 1983 Sold $61k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/84-constitution-rd-meadowbank-nsw-2114-4986172,"84 Constitution Rd, Meadowbank",5,3,3,$2.00M,$2.20M,$750/w,$850/w,House 1983 Residential - A ,02 Nov 1983 Sold $65k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2-stone-st-meadowbank-nsw-2114-12713876,"2 Stone St, Meadowbank",2,1,1,$1.40M,$1.50M,$575/w,$650/w,House 1983 563m2 Residential - A A/DP383633 ,27 Oct 1983 Sold $69k,563m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/98-adelaide-st-meadowbank-nsw-2114-12656569,"98 Adelaide St, Meadowbank",2,1,2,$1.30M,$1.40M,$350/w,$425/w,House 1950 120m2 574m2 Residential - A A/DP388841 ,,574m2,,,120m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/62-meadow-cres-meadowbank-nsw-2114-12660670,"62 Meadow Cres, Meadowbank",5,3,3,$1.40M,$1.50M,,,House 1985 318m2 Residential - A 3/DP946468 ,,318m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-ross-smith-ave-meadowbank-nsw-2114-12691179,"4 Ross Smith Ave, Meadowbank",3,1,1,$1.40M,$1.50M,$500/w,$575/w,House 1979 605m2 Residential - A 11/DP12059 ,,605m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/96-adelaide-st-meadowbank-nsw-2114-12737288,"96 Adelaide St, Meadowbank",3,1,1,$1.06M,$1.60M,$575/w,$650/w,House 1985 649m2 Residential - A 4/DP9072 ,,649m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/8-railway-rd-meadowbank-nsw-2114-12813716,"8 Railway Rd, Meadowbank",5,3,3,$2.91M,$4.36M,,,House 1968 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5-17-bank-st-meadowbank-nsw-2114-12914335,"5/17 Bank St, Meadowbank",1,1,1,$450k,$500k,$250/w,$300/w,House 1975 818m2 Residential - A ,,818m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/84-adelaide-st-meadowbank-nsw-2114-13015403,"84 Adelaide St, Meadowbank",3,2,1,$1.50M,$1.60M,$650/w,$750/w,House 1985 652m2 Residential - A 10/DP9072 ,,652m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-angas-st-meadowbank-nsw-2114-13092639,"10 Angas St, Meadowbank",3,1,1,$1.14M,$1.71M,,,House 1970 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/82-adelaide-st-meadowbank-nsw-2114-13143555,"82 Adelaide St, Meadowbank",3,1,1,$1.06M,$1.58M,$575/w,$650/w,House 1985 642m2 Residential - A 11/DP9072 ,,642m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/90-adelaide-st-meadowbank-nsw-2114-13211977,"90 Adelaide St, Meadowbank",3,1,1,$1.50M,$1.60M,$575/w,$650/w,House 1985 646m2 Residential - A 7/DP9072 ,,646m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/76-adelaide-st-meadowbank-nsw-2114-13249112,"76 Adelaide St, Meadowbank",3,2,1,$1.40M,$1.50M,$650/w,$750/w,House 1985 666m2 Residential - A 114/DP632405 ,30 Jun 2020 Listed for Rent $745 Per Week,666m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/12-ross-smith-ave-meadowbank-nsw-2114-13751523,"12 Ross Smith Ave, Meadowbank",3,1,1,$1.14M,$1.71M,$500/w,$575/w,House 1979 816m2 Residential - A 19/DP12059 ,,816m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-see-st-meadowbank-nsw-2114-13808811,"14 See St, Meadowbank",3,2,3,$1.53M,$2.29M,$500/w,$575/w,House 1913 230m2 989m2 Residential - A 12/DP4773 ,,989m2,,,230m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/4-bay-dr-meadowbank-nsw-2114-14010748,"4 Bay Dr, Meadowbank",3,1,1,$1.13M,$1.70M,,,House 2008 3071m2 Residential - A 1/DP1092972 ,,3071m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/90-constitution-rd-w-meadowbank-nsw-2114-14280177,"90 Constitution Rd W, Meadowbank",3,2,2,$1.18M,$1.77M,,,House 2002 666m2 Residential - A 3/DP12059 ,,666m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/94-constitution-rd-w-meadowbank-nsw-2114-14280179,"94 Constitution Rd W, Meadowbank",4,2,1,$1.14M,$1.71M,,,House 1940 156m2 678m2 Residential - A 1/DP12059 ,,678m2,,,156m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/96-constitution-rd-w-meadowbank-nsw-2114-14280180,"96 Constitution Rd W, Meadowbank",3,1,1,$1.19M,$1.78M,,,House 2002 843m2 Residential - A 1/DP10605 ,,843m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/98-constitution-rd-w-meadowbank-nsw-2114-14280181,"98 Constitution Rd W, Meadowbank",3,2,2,$1.28M,$1.92M,,,House 2002 686m2 Residential - A 22/DP9072 ,,686m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/100-constitution-rd-w-meadowbank-nsw-2114-14280182,"100 Constitution Rd W, Meadowbank",3,1,1,$1.31M,$1.97M,,,House 1980 706m2 Residential - A 21/DP9072 ,,706m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/110-constitution-rd-w-meadowbank-nsw-2114-14280192,"110 Constitution Rd W, Meadowbank",3,1,1,$1.12M,$1.68M,,,House 2002 681m2 Residential - A 17/DP9072 ,,681m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6a-ross-smith-ave-meadowbank-nsw-2114-14332873,"6a Ross Smith Ave, Meadowbank",3,2,1,$1.50M,$1.60M,$575/w,$650/w,House 2002 323m2 Residential - A 13/DP12059 ,,323m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-72--78-constitution-rd-meadowbank-nsw-2114-14445032,"10/72-78 Constitution Rd, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,House 2002 Residential - A ,19 Feb 2017 Rented $520,,24 Nov 2015 Rented $500,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/112-constitution-rd-meadowbank-nsw-2114-14514865,"112 Constitution Rd, Meadowbank",4,2,3,$1.60M,$1.80M,$650/w,$750/w,House 1983 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/94-constitution-rd-meadowbank-nsw-2114-14515311,"94 Constitution Rd, Meadowbank",3,1,1,$1.50M,$1.60M,$575/w,$650/w,House 1983 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/100-constitution-rd-meadowbank-nsw-2114-14515351,"100 Constitution Rd, Meadowbank",3,1,1,$1.50M,$1.60M,$500/w,$575/w,House 1980 Residential - A ,09 May 2016 Listed for Rent JUST LEASED,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/108-constitution-rd-meadowbank-nsw-2114-14515356,"108 Constitution Rd, Meadowbank",3,2,2,$1.50M,$1.60M,$650/w,$750/w,House 1983 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/92-constitution-rd-meadowbank-nsw-2114-14515366,"92 Constitution Rd, Meadowbank",2,1,1,$1.40M,$1.50M,$500/w,$575/w,House 1983 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/153-bowden-st-meadowbank-nsw-2114-14531180,"153 Bowden St, Meadowbank",2,2,1,$1.30M,$1.40M,$575/w,$650/w,House 2003 101m2 909m2 Residential - A 11/DP873598 ,,909m2,,,101m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/119-bowden-st-meadowbank-nsw-2114-14531181,"119 Bowden St, Meadowbank",2,1,1,$1.20M,$1.30M,$650/w,$750/w,House 1972 Residential - A 1/DP574943 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1-underdale-lane-meadowbank-nsw-2114-14537270,"1 Underdale Lane, Meadowbank",3,1,1,$1.20M,$1.30M,$500/w,$575/w,House Residential - A 1/DP577650 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/45a-meadow-cres-meadowbank-nsw-2114-14537497,"45a Meadow Cres, Meadowbank",2,1,1,$1.10M,$1.20M,$425/w,$500/w,House 1985 Residential - A 3/DP563815 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2c-angas-st-meadowbank-nsw-2114-14619861,"2c Angas St, Meadowbank",3,2,2,$1.17M,$1.75M,,,House 1970 682m2 Residential - A SP49807 ,,682m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3a-bay-dr-meadowbank-nsw-2114-14666548,"3a Bay Dr, Meadowbank",3,1,1,$1.13M,$1.69M,,,House 2008 399m2 Residential - A 3/DP1092972 ,,399m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/24-see-st-meadowbank-nsw-2114-14668693,"24 See St, Meadowbank",5,1,1,$1.80M,$2.00M,$575/w,$650/w,House 1920 112m2 692m2 Residential - A ,07 Mar 2019 Listed for Rent $690 pw,692m2,14 Oct 2016 Listed for Rent $750,22 Sep 2016 Listed for Rent $690 pw,112m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11a-meadow-cres-meadowbank-nsw-2114-15130015,"11a Meadow Cres, Meadowbank",2,1,1,$1.20M,$1.30M,$425/w,$500/w,House 1985 Residential - A 1/DP553909 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/13-see-st-meadowbank-nsw-2114-15139425,"13 See St, Meadowbank",3,1,1,$1.14M,$1.72M,,,House 1983 Residential - A ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/106-bowden-st-meadowbank-nsw-2114-15147780,"106 Bowden St, Meadowbank",4,2,2,$1.27M,$1.91M,,,House 1972 918m2 Residential - A 4/DP12534 ,,918m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/153a-bowden-st-meadowbank-nsw-2114-17702146,"153a Bowden St, Meadowbank",3,1,1,$1.22M,$1.84M,,,House 1972 766m2 Residential - A 101/DP1119538 ,,766m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2b-angas-st-meadowbank-nsw-2114-17840533,"2b Angas St, Meadowbank",4,2,2,$1.29M,$1.93M,$425/w,$500/w,House 1970 1018m2 Residential - A 30/DP4773 ,,1018m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1-see-st-meadowbank-nsw-2114-19294270,"1 See St, Meadowbank",3,1,1,$1.30M,$1.40M,$500/w,$575/w,House 1980 478m2 Residential - A B/DP930648 ,,478m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/21-bay-dr-meadowbank-nsw-2114-20120799,"21 Bay Dr, Meadowbank",5,3,3,$1.67M,$2.51M,,,House 2008 974m2 ,,974m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/17-38--40-meadow-cres-meadowbank-nsw-2114-20720866,"17/38-40 Meadow Cres, Meadowbank",2,1,1,$550k,$600k,$300/w,$350/w,House ,07 Mar 2019 Listed for Rent **DEPOSIT TAKEN**,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/18-meadow-cres-meadowbank-nsw-2114-4131980,"18 Meadow Cres, Meadowbank",2,1,1,$960k,$1.44M,,,House 1980 Residential - A 2/DP566934 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5-38--40-meadow-cres-meadowbank-nsw-2114-5007673,"5/38-40 Meadow Cres, Meadowbank",2,1,1,$1.10M,$1.20M,$350/w,$425/w,House ,13 Sep 2018 Listed for Rent $390 per week,,27 Feb 2016 Rented $370,09 Feb 2016 Listed for Rent $390 per week,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2-16-meadow-cres-meadowbank-nsw-2114-9145367,"2/16 Meadow Cres, Meadowbank",2,1,1,$650k,$700k,$300/w,$350/w,House 750m2 Residential - A 1/DP533550 ,08 Oct 2015 Rented $380,750m2,30 Sep 2015 Listed for Rent $380.00 per week,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/304-139-bowden-st-meadowbank-nsw-2114-20804130,"304/139 Bowden St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,24 Jun 2019 Sold $524k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/404-139-bowden-st-meadowbank-nsw-2114-20804165,"404/139 Bowden St, Meadowbank",-,-,-,$650k,$700k,$575/w,$650/w,Unit ,24 Jun 2019 Sold $524k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/503-139-bowden-st-meadowbank-nsw-2114-20804198,"503/139 Bowden St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,24 Jun 2019 Sold $524k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/504-139-bowden-st-meadowbank-nsw-2114-20804356,"504/139 Bowden St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,24 Jun 2019 Sold $524k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/15-38--40-meadow-cres-meadowbank-nsw-2114-20942258,"15/38-40 Meadow Cres, Meadowbank",-,-,-,$500k,$550k,,,Unit ,24 Jun 2019 Sold ,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/23-19-angas-st-meadowbank-nsw-2114-2493532,"23/19 Angas St, Meadowbank",2,1,2,$650k,$700k,$500/w,$575/w,Unit 2005 90m2 1160m2 Residential - A 108/SP79422 ,24 Jun 2019 Sold $665k,1160m2,19 Oct 2018 Sold ,22 Oct 2007 Sold $547k,90m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/11-143-bowden-st-meadowbank-nsw-2114-2062556,"11/143 Bowden St, Meadowbank",3,2,2,$900k,$1.00M,$650/w,$750/w,Unit 2000 115m2 4498m2 Residential - A 11/SP71356 ,11 Jun 2019 Sold ,4498m2,09 Sep 2004 Sold $712k,,115m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/44-25-angas-st-meadowbank-nsw-2114-5718231,"44/25 Angas St, Meadowbank",1,1,1,$537k,$657k,$425/w,$500/w,Unit 2004 72m2 98m2 Residential - A 77/SP76502 ,04 Jun 2019 Sold $575k,98m2,"22 May 2019 Listed for Sale SOLD | for $575,000",19 Mar 2016 Rented $550,72m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-117-bowden-st-meadowbank-nsw-2114-20790066,"14/117 Bowden St, Meadowbank",-,-,-,$750k,$800k,$500/w,$575/w,Unit ,03 Jun 2019 Sold $785k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/201-2-angas-st-meadowbank-nsw-2114-20827101,"201/2 Angas St, Meadowbank",-,-,-,$800k,$900k,$500/w,$575/w,Unit ,03 Jun 2019 Sold $760k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/302-2-angas-st-meadowbank-nsw-2114-20827156,"302/2 Angas St, Meadowbank",-,-,-,$800k,$900k,$500/w,$575/w,Unit ,03 Jun 2019 Sold $819k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/304-115-bowden-st-meadowbank-nsw-2114-20827304,"304/115 Bowden St, Meadowbank",-,-,-,$750k,$800k,$500/w,$575/w,Unit ,03 Jun 2019 Sold $850k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-7a-bank-st-meadowbank-nsw-2114-2274439,"10/7a Bank St, Meadowbank",2,1,1,$550k,$600k,$300/w,$350/w,Unit 1978 53m2 847m2 Residential - A 10/SP10704 ,02 Jun 2019 Sold ,847m2,19 May 2006 Sold $237k,11 Apr 1996 Sold $101k,53m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/42-9-bay-dr-meadowbank-nsw-2114-4695077,"42/9 Bay Dr, Meadowbank",3,2,4,$1.00M,$1.10M,$650/w,$750/w,Unit 2008 182m2 1160m2 Residential - A 81/SP78741 ,31 May 2019 Sold $1.18M,1160m2,16 May 2019 Listed for Rent Saturday OPEN CANCELLED,16 May 2019 Listed for Rent $880,182m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/29-23-angas-st-meadowbank-nsw-2114-2332118,"29/23 Angas St, Meadowbank",2,2,1,$800k,$900k,$575/w,$650/w,Unit 2006 92m2 10526m2 Residential - A 215/SP77059 ,30 May 2019 Sold $840k,10526m2,03 Jul 2017 Sold $867k,04 Aug 2006 Sold $621k,92m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/113-146-bowden-st-meadowbank-nsw-2114-20480615,"113/146 Bowden St, Meadowbank",1,1,1,$600k,$650k,$425/w,$500/w,Apartment 2017 65m2 139m2 ,29 May 2019 Sold ,139m2,01 Mar 2019 Listed for Sale $615k -$635k MUST BE SOLD THIS WEEK! 0430 03 03 03,16 Feb 2018 Sold $725k,65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/5-19-meadow-cres-meadowbank-nsw-2114-13416763,"5/19 Meadow Cres, Meadowbank",2,1,1,$475k,$581k,$350/w,$425/w,Unit 1968 210m2 1340m2 Residential - A ,23 Jul 2019 Listed for Sale Auction,1340m2,23 Jul 2019 Listed for Sale Auction,17 May 2019 Sold $525k,210m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/27-1-bay-dr-meadowbank-nsw-2114-2304173,"27/1 Bay Dr, Meadowbank",1,1,1,$500k,$550k,$425/w,$500/w,Unit 2007 65m2 10526m2 Residential - A 27/SP76502 ,11 May 2019 Sold $525k,10526m2,03 Jun 2015 Sold $580k,"31 Mar 2015 Listed for Sale Offers Over $535,000",65m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/40-9-bay-dr-meadowbank-nsw-2114-2453625,"40/9 Bay Dr, Meadowbank",2,2,1,$750k,$800k,$575/w,$650/w,Unit 2007 125m2 1160m2 Residential - A 79/SP78741 ,11 May 2019 Sold $800k,1160m2,24 Apr 2013 Sold $668k,11 Jul 2007 Sold $669k,125m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/16-7-bay-dr-meadowbank-nsw-2114-2284640,"16/7 Bay Dr, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2006 94m2 10526m2 Residential - A 244/SP77059 ,10 May 2019 Sold $700k,10526m2,27 Jan 2019 Listed for Sale SOLD BY ANDY YEUNG,18 Mar 2010 Sold $516k,94m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6-38--40-meadow-cres-meadowbank-nsw-2114-18441445,"6/38-40 Meadow Cres, Meadowbank",2,1,1,$500k,$550k,$350/w,$425/w,Unit ,07 May 2019 Sold $520k,,11 Dec 2013 Sold $469k,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/63-11-bay-dr-meadowbank-nsw-2114-2524586,"63/11 Bay Dr, Meadowbank",1,1,1,$550k,$600k,$425/w,$500/w,Unit 2007 55m2 1160m2 Residential - A 219/SP79422 ,03 May 2019 Sold $553k,1160m2,17 Dec 2007 Sold $429k,,55m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/14-13--14-bank-st-meadowbank-nsw-2114-13413097,"14/13-14 Bank St, Meadowbank",3,1,1,$550k,$600k,$500/w,$575/w,Unit 1971 93m2 1654m2 Residential - A 14/SP6053 ,02 May 2019 Sold ,1654m2,19 Apr 2005 Sold $350k,16 Apr 1999 Sold $212k,93m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/15-5-bay-dr-meadowbank-nsw-2114-11160197,"15/5 Bay Dr, Meadowbank",3,2,2,$550k,$600k,$650/w,$750/w,Unit 2006 107m2 10526m2 Residential - A 140/SP76502 ,24 Apr 2019 Sold $190k,10526m2,04 Dec 2015 Sold $1.05M,16 Sep 2011 Sold $633k,107m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/3-35-meadow-cres-meadowbank-nsw-2114-13219204,"3/35 Meadow Cres, Meadowbank",2,1,1,$435k,$531k,$300/w,$350/w,Unit 1970 198m2 1302m2 Residential - A 3/31/4642/4666 ,22 Apr 2019 Sold $460k,1302m2,"15 Nov 2018 Listed for Sale SOLD | for $460,000",29 Aug 2016 Listed for Rent Rent By Negotiation $340-$390,198m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/1001-13-angas-st-meadowbank-nsw-2114-19140239,"1001/13 Angas St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2015 90m2 6528m2 Residential - A 1/SP91188 ,16 Apr 2019 Sold $735k,6528m2,24 Apr 2015 Sold $650k,,90m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/70-21-bay-dr-meadowbank-nsw-2114-20333958,"70/21 Bay Dr, Meadowbank",2,1,1,$1.00M,$1.10M,$650/w,$750/w,Unit 2015 1785m2 ,05 Apr 2019 Sold $1.09M,1785m2,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/36-117-bowden-st-meadowbank-nsw-2114-20733353,"36/117 Bowden St, Meadowbank",-,-,-,$800k,$900k,$500/w,$575/w,Unit ,29 Mar 2019 Sold $990k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/6103-9-angas-st-meadowbank-nsw-2114-20731464,"6103/9 Angas St, Meadowbank",-,-,-,$500k,$550k,$425/w,$500/w,Unit ,25 Mar 2019 Sold $520k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/22-3-bay-dr-meadowbank-nsw-2114-14038377,"22/3 Bay Dr, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2006 85m2 10526m2 Residential - A 102/SP76502 ,24 Mar 2019 Sold ,10526m2,16 Mar 2006 Sold $650k,,85m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/10-11-bay-dr-meadowbank-nsw-2114-2543650,"10/11 Bay Dr, Meadowbank",2,1,1,$543k,$664k,$425/w,$500/w,Unit 2005 1160m2 Residential - A 166/SP79422 ,22 Mar 2019 Sold $580k,1160m2,06 Nov 2014 Sold $515k,23 Jan 2008 Sold $405k,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/102-139-bowden-st-meadowbank-nsw-2114-20780335,"102/139 Bowden St, Meadowbank",-,-,-,$835k,$1.02M,$750/w,$850/w,Unit ,15 Mar 2019 Sold $970k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/78-15--17-angas-st-meadowbank-nsw-2114-20777460,"78/15-17 Angas St, Meadowbank",-,-,-,$550k,$600k,$425/w,$500/w,Unit ,14 Mar 2019 Sold $571k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/78-141-bowden-st-meadowbank-nsw-2114-14103255,"78/141 Bowden St, Meadowbank",2,2,1,$700k,$750k,$500/w,$575/w,Unit 2004 90m2 4877m2 Residential - A 78/SP72616 ,10 Mar 2019 Sold $700k,4877m2,05 Mar 2019 Listed for Sale Sold,05 Mar 2019 Listed for Sale Sold,90m2
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/17-72--78-constitution-rd-meadowbank-nsw-2114-14445038,"17/72-78 Constitution Rd, Meadowbank",2,2,2,$750k,$800k,$500/w,$575/w,Unit 2002 Residential - A ,08 Mar 2019 Sold $740k,,,,
0,https://www.onthehouse.com.au/property/nsw/meadowbank-2114/2103-11-angas-st-meadowbank-nsw-2114-19720012,"2103/11 Angas St, Meadowbank",2,2,1,$750k,$800k,$500/w,$575/w,Unit 2015 100m2 6528m2 Residential - A 67/SP91188 ,07 Mar 2019 Sold $810k,6528m2,13 Feb 2019 Listed for Rent $640.00,23 Apr 2015 Sold $649k,100m2
